id,id+,country,recency,frequency,monetary,r,f,m,fm,rfm_score,segment,ml_cluster,is_churned,churn_probability,churn_risk,customer_lifetime_value,average_order_value,days_since_first_purchase
2459154,JP2459154,JP,267,2,2377.50,1,2,2,2,122,lost,0,1,1.00,High Risk,4755.00,1188.75,98
2460258,JP2460258,JP,274,2,405.54,1,2,1,1,121,lost,0,1,1.00,High Risk,811.08,202.77,91
2462724,JP2462724,JP,239,1,29544.84,1,1,5,3,115,lost,0,1,0.99,High Risk,29544.84,29544.84,126
2467140,JP2467140,JP,120,4,10768.08,2,3,4,3,234,at risk,1,0,0.01,Low Risk,43072.32,2692.02,245
2468784,JP2468784,JP,92,3,4405.92,3,3,3,3,333,need attention,1,0,0.00,,13217.76,1468.64,273
2479242,JP2479242,JP,22,7,3582.42,5,4,3,3,543,potential loyalists,1,0,0.00,,25076.94,511.77,343
2483778,JP2483778,JP,281,1,586.38,1,1,1,1,111,lost,0,1,1.00,High Risk,586.38,586.38,84
2490468,JP2490468,JP,330,2,5886.96,1,2,3,2,123,lost,0,1,1.00,High Risk,11773.92,2943.48,35
2491812,JP2491812,JP,120,4,5808.00,2,3,3,3,233,at risk,1,0,0.01,Low Risk,23232.00,1452.00,245
2497602,JP2497602,JP,260,1,1120.44,1,1,2,1,112,lost,0,1,1.00,High Risk,1120.44,1120.44,105
2498220,JP2498220,JP,22,1,14899.32,5,1,4,2,514,promising,1,0,0.00,,14899.32,14899.32,343
2499522,JP2499522,JP,99,3,47273.40,3,3,5,4,335,can't lose,1,0,0.00,,141820.20,15757.80,266
2500818,JP2500818,JP,316,2,6319.50,1,2,4,3,124,lost,0,1,1.00,High Risk,12639.00,3159.75,49
2508576,JP2508576,JP,36,2,10288.38,4,2,4,3,424,potential loyalists,1,0,0.00,,20576.76,5144.19,329
2509146,JP2509146,JP,71,1,1149.72,3,1,2,1,312,other,1,0,0.00,,1149.72,1149.72,294
2509392,JP2509392,JP,239,1,271.80,1,1,1,1,111,lost,0,1,1.00,High Risk,271.80,271.80,126
2514036,JP2514036,JP,92,4,4586.04,3,3,3,3,333,need attention,1,0,0.00,,18344.16,1146.51,273
2519580,JP2519580,JP,309,3,288.00,1,3,1,2,131,lost,0,1,1.00,High Risk,864.00,96.00,56
2525778,JP2525778,JP,8,79,96537.06,5,5,5,5,555,champions,1,0,0.00,,7626427.74,1221.99,357
2525790,JP2525790,JP,43,1,228.30,4,1,1,1,411,recent customers,1,0,0.00,,228.30,228.30,322
2656188,JP2656188,JP,15,2,1735.38,5,2,2,2,522,promising,1,0,0.00,,3470.76,867.69,350
2679834,JP2679834,JP,57,8,3043.92,3,4,3,3,343,need attention,1,0,0.00,,24351.36,380.49,308
2680896,JP2680896,JP,267,1,623.22,1,1,1,1,111,lost,0,1,1.00,High Risk,623.22,623.22,98
2684988,JP2684988,JP,162,4,10315.08,2,3,4,3,234,at risk,0,0,0.01,Low Risk,41260.32,2578.77,203
2686266,JP2686266,JP,316,1,1959.72,1,1,2,1,112,lost,0,1,1.00,High Risk,1959.72,1959.72,49
2689440,JP2689440,JP,99,5,1796.70,3,4,2,3,342,need attention,1,0,0.00,Low Risk,8983.50,359.34,266
2708568,JP2708568,JP,218,1,261.06,2,1,1,1,211,hibernating,0,1,1.00,High Risk,261.06,261.06,147
2772954,JP2772954,JP,211,1,997.08,2,1,1,1,211,hibernating,0,1,1.00,High Risk,997.08,997.08,154
2783640,JP2783640,JP,176,1,26802.84,2,1,5,3,215,at risk,0,0,0.03,Low Risk,26802.84,26802.84,189
2794380,JP2794380,JP,113,1,1150.08,2,1,2,1,212,hibernating,1,0,0.02,Low Risk,1150.08,1150.08,252
2798706,JP2798706,JP,50,2,2490.60,4,2,3,2,423,promising,1,0,0.00,,4981.20,1245.30,315
2833992,JP2833992,JP,15,2,1538.34,5,2,2,2,522,promising,1,0,0.00,,3076.68,769.17,350
2849700,JP2849700,JP,85,1,668.28,3,1,1,1,311,other,1,0,0.00,,668.28,668.28,280
2852928,JP2852928,JP,36,8,18679.20,4,4,4,4,444,loyal customers,1,0,0.00,,149433.60,2334.90,329
2853678,JP2853678,JP,225,2,1205.34,1,2,2,2,122,lost,0,1,1.00,High Risk,2410.68,602.67,140
2956602,JP2956602,JP,99,4,865.80,3,3,1,2,331,about to sleep,1,0,0.00,,3463.20,216.45,266
2975808,JP2975808,JP,141,1,590.52,2,1,1,1,211,hibernating,1,0,0.01,Low Risk,590.52,590.52,224
2977578,JP2977578,JP,36,2,1130.82,4,2,2,2,422,promising,1,0,0.00,,2261.64,565.41,329
2986710,JP2986710,JP,225,2,0.00,1,2,1,1,121,lost,0,1,1.00,High Risk,0.00,0.00,140
3009834,JP3009834,JP,15,4,6274.44,5,3,4,3,534,potential loyalists,1,0,0.01,Low Risk,25097.76,1568.61,350
3014400,JP3014400,JP,8,2,2284.20,5,2,2,2,522,promising,1,0,0.00,,4568.40,1142.10,357
3016014,JP3016014,JP,8,70,219040.50,5,5,5,5,555,champions,1,0,0.00,,15332835.00,3129.15,357
3024114,JP3024114,JP,64,1,382.02,3,1,1,1,311,other,1,0,0.00,,382.02,382.02,301
3039786,JP3039786,JP,141,1,5982.42,2,1,3,2,213,hibernating,1,0,0.01,Low Risk,5982.42,5982.42,224
3070266,JP3070266,JP,15,2,2314.02,5,2,2,2,522,promising,1,0,0.00,,4628.04,1157.01,350
3101208,JP3101208,JP,162,2,8384.34,2,2,4,3,224,at risk,0,0,0.02,Low Risk,16768.68,4192.17,203
3126954,JP3126954,JP,50,3,5734.68,4,3,3,3,433,potential loyalists,1,0,0.00,,17204.04,1911.56,315
3128826,JP3128826,JP,1,22,40549.86,5,5,5,5,555,champions,1,0,0.00,,892096.92,1843.18,364
3129210,JP3129210,JP,43,3,3540.30,4,3,3,3,433,potential loyalists,1,0,0.00,,10620.90,1180.10,322
3131532,JP3131532,JP,92,1,3527.28,3,1,3,2,313,about to sleep,1,0,0.00,,3527.28,3527.28,273
3134814,JP3134814,JP,127,2,1479.96,2,2,2,2,222,hibernating,1,0,0.01,Low Risk,2959.92,739.98,238
3138834,JP3138834,JP,113,10,10758.24,2,4,4,4,244,at risk,1,0,0.01,Low Risk,107582.40,1075.82,252
3138840,JP3138840,JP,29,2,2285.76,4,2,2,2,422,promising,1,0,0.00,,4571.52,1142.88,336
3142092,JP3142092,JP,253,1,1144.92,1,1,2,1,112,lost,0,1,1.00,High Risk,1144.92,1144.92,112
3143412,JP3143412,JP,211,1,2000.94,2,1,2,1,212,hibernating,0,1,0.99,High Risk,2000.94,2000.94,154
3148626,JP3148626,JP,92,1,3527.28,3,1,3,2,313,about to sleep,1,0,0.00,,3527.28,3527.28,273
3150582,JP3150582,JP,85,3,8885.76,3,3,4,3,334,need attention,1,0,0.00,,26657.28,2961.92,280
3158334,JP3158334,JP,43,71,224074.68,4,5,5,5,455,loyal customers,1,0,0.00,,15909302.28,3155.98,322
3158574,JP3158574,JP,15,1,583.44,5,1,1,1,511,recent customers,1,0,0.00,,583.44,583.44,350
3201966,JP3201966,JP,92,1,1014.72,3,1,1,1,311,other,1,0,0.00,,1014.72,1014.72,273
3222642,JP3222642,JP,29,2,6276.84,4,2,4,3,424,potential loyalists,1,0,0.00,,12553.68,3138.42,336
3233640,JP3233640,JP,155,1,3414.36,2,1,3,2,213,hibernating,0,0,0.01,Low Risk,3414.36,3414.36,210
3236274,JP3236274,JP,36,5,19423.20,4,4,5,4,445,loyal customers,1,0,0.00,,97116.00,3884.64,329
3277794,JP3277794,JP,43,1,144.18,4,1,1,1,411,recent customers,1,0,0.00,,144.18,144.18,322
3281226,JP3281226,JP,22,10,3021.78,5,4,3,3,543,potential loyalists,1,0,0.00,,30217.80,302.18,343
3309012,JP3309012,JP,22,9,39509.58,5,4,5,4,545,champions,1,0,0.00,,355586.22,4389.95,343
3310020,JP3310020,JP,288,1,323.40,1,1,1,1,111,lost,0,1,1.00,High Risk,323.40,323.40,77
3312042,JP3312042,JP,71,1,8460.96,3,1,4,2,314,about to sleep,1,0,0.00,,8460.96,8460.96,294
3322992,JP3322992,JP,8,11,9991.44,5,4,4,4,544,champions,1,0,0.00,,109905.84,908.31,357
3346032,JP3346032,JP,323,1,359.28,1,1,1,1,111,lost,0,1,1.00,High Risk,359.28,359.28,42
3350070,JP3350070,JP,71,2,4073.16,3,2,3,2,323,about to sleep,1,0,0.00,,8146.32,2036.58,294
3356118,JP3356118,JP,8,108,46692.24,5,5,5,5,555,champions,1,0,0.00,,5042761.92,432.34,357
3359964,JP3359964,JP,344,1,1147.38,1,1,2,1,112,lost,0,1,1.00,High Risk,1147.38,1147.38,21
3363462,JP3363462,JP,36,5,8968.14,4,4,4,4,444,loyal customers,1,0,0.00,,44840.70,1793.63,329
3381816,JP3381816,JP,71,2,1511.58,3,2,2,2,322,about to sleep,1,0,0.00,,3023.16,755.79,294
3390804,JP3390804,JP,8,15,35256.60,5,5,5,5,555,champions,1,0,0.00,,528849.00,2350.44,357
3394188,JP3394188,JP,92,1,992.04,3,1,1,1,311,other,1,0,0.00,,992.04,992.04,273
3401760,JP3401760,JP,113,3,8435.22,2,3,4,3,234,at risk,1,0,0.01,Low Risk,25305.66,2811.74,252
3401772,JP3401772,JP,253,1,622.80,1,1,1,1,111,lost,0,1,1.00,High Risk,622.80,622.80,112
3423594,JP3423594,JP,330,1,1148.94,1,1,2,1,112,lost,0,1,1.00,High Risk,1148.94,1148.94,35
3437850,JP3437850,JP,358,1,2112.36,1,1,2,1,112,lost,0,1,1.00,High Risk,2112.36,2112.36,7
3450276,JP3450276,JP,120,1,578.10,2,1,1,1,211,hibernating,1,0,0.01,Low Risk,578.10,578.10,245
3454464,JP3454464,JP,36,2,2364.24,4,2,2,2,422,promising,1,0,0.00,,4728.48,1182.12,329
3457806,JP3457806,JP,99,1,1363.50,3,1,2,1,312,other,1,0,0.00,,1363.50,1363.50,266
3457830,JP3457830,JP,260,1,1025.64,1,1,1,1,111,lost,0,1,1.00,High Risk,1025.64,1025.64,105
3461442,JP3461442,JP,50,4,11113.56,4,3,4,3,434,potential loyalists,1,0,0.00,,44454.24,2778.39,315
3463698,JP3463698,JP,316,1,1143.84,1,1,2,1,112,lost,0,1,1.00,High Risk,1143.84,1143.84,49
3466356,JP3466356,JP,64,2,92.88,3,2,1,1,321,other,1,0,0.00,,185.76,46.44,301
3475644,JP3475644,JP,8,2,6.60,5,2,1,1,521,recent customers,1,0,0.00,,13.20,3.30,357
3477156,JP3477156,JP,225,3,535.14,1,3,1,2,131,lost,0,1,1.00,High Risk,1605.42,178.38,140
3478458,JP3478458,JP,50,5,5562.48,4,4,3,3,443,potential loyalists,1,0,0.00,,27812.40,1112.50,315
3479802,JP3479802,JP,99,1,592.98,3,1,1,1,311,other,1,0,0.00,,592.98,592.98,266
3483642,JP3483642,JP,99,6,122527.08,3,4,5,4,345,can't lose,1,0,0.00,,735162.48,20421.18,266
3485880,JP3485880,JP,246,1,239.22,1,1,1,1,111,lost,0,1,1.00,High Risk,239.22,239.22,119
3488796,JP3488796,JP,267,2,11354.64,1,2,4,3,124,lost,0,1,1.00,High Risk,22709.28,5677.32,98
3499512,JP3499512,JP,15,9,16363.44,5,4,4,4,544,champions,1,0,0.00,,147270.96,1818.16,350
3500688,JP3500688,JP,57,1,83.40,3,1,1,1,311,other,1,0,0.00,,83.40,83.40,308
3505686,JP3505686,JP,148,1,1146.60,2,1,2,1,212,hibernating,1,0,0.02,Low Risk,1146.60,1146.60,217
3505794,JP3505794,JP,85,8,19515.66,3,4,5,4,345,can't lose,1,0,0.00,,156125.28,2439.46,280
3507258,JP3507258,JP,57,2,7835.58,3,2,4,3,324,need attention,1,0,0.00,,15671.16,3917.79,308
3507678,JP3507678,JP,29,2,2347.98,4,2,2,2,422,promising,1,0,0.00,,4695.96,1173.99,336
3511080,JP3511080,JP,295,2,6633.24,1,2,4,3,124,lost,0,1,1.00,High Risk,13266.48,3316.62,70
3519078,JP3519078,JP,64,5,274418.88,3,4,5,4,345,can't lose,1,0,0.00,,1372094.40,54883.78,301
3520734,JP3520734,JP,1,293,10503918.12,5,5,5,5,555,champions,4,0,0.00,,3077648009.16,35849.55,364
3524832,JP3524832,JP,64,1,1094.58,3,1,2,1,312,other,1,0,0.00,,1094.58,1094.58,301
3531594,JP3531594,JP,330,1,123.00,1,1,1,1,111,lost,0,1,1.00,High Risk,123.00,123.00,35
3541200,JP3541200,JP,29,9,45144.36,4,4,5,4,445,loyal customers,1,0,0.00,,406299.24,5016.04,336
3541206,JP3541206,JP,330,3,950.82,1,3,1,2,131,lost,0,1,1.00,High Risk,2852.46,316.94,35
3542172,JP3542172,JP,316,1,2315.76,1,1,2,1,112,lost,0,1,1.00,High Risk,2315.76,2315.76,49
3550086,JP3550086,JP,239,2,2156.16,1,2,2,2,122,lost,0,1,1.00,High Risk,4312.32,1078.08,126
3554160,JP3554160,JP,309,1,380.58,1,1,1,1,111,lost,0,1,1.00,High Risk,380.58,380.58,56
3560550,JP3560550,JP,169,1,967.98,2,1,1,1,211,hibernating,0,0,0.01,Low Risk,967.98,967.98,196
3561504,JP3561504,JP,239,3,4351.02,1,3,3,3,133,lost,0,1,1.00,High Risk,13053.06,1450.34,126
3566676,JP3566676,JP,71,3,4469.58,3,3,3,3,333,need attention,1,0,0.00,,13408.74,1489.86,294
3568170,JP3568170,JP,323,1,559.08,1,1,1,1,111,lost,0,1,1.00,High Risk,559.08,559.08,42
3569220,JP3569220,JP,197,2,2356.86,2,2,2,2,222,hibernating,0,1,0.99,High Risk,4713.72,1178.43,168
3569262,JP3569262,JP,155,5,12587.04,2,4,4,4,244,at risk,0,0,0.01,Low Risk,62935.20,2517.41,210
3574626,JP3574626,JP,92,3,5759.16,3,3,3,3,333,need attention,1,0,0.00,,17277.48,1919.72,273
3575250,JP3575250,JP,57,5,15974.10,3,4,4,4,344,can't lose,1,0,0.00,,79870.50,3194.82,308
3581298,JP3581298,JP,204,2,2285.94,2,2,2,2,222,hibernating,0,1,1.00,High Risk,4571.88,1142.97,161
3585792,JP3585792,JP,267,1,614.22,1,1,1,1,111,lost,0,1,1.00,High Risk,614.22,614.22,98
3586320,JP3586320,JP,85,4,4501.80,3,3,3,3,333,need attention,1,0,0.00,,18007.20,1125.45,280
3597354,JP3597354,JP,71,2,60112.14,3,2,5,3,325,need attention,1,0,0.00,,120224.28,30056.07,294
3604002,JP3604002,JP,43,1,563.70,4,1,1,1,411,recent customers,1,0,0.00,,563.70,563.70,322
3604428,JP3604428,JP,183,2,1951.74,2,2,2,2,222,hibernating,0,1,1.00,High Risk,3903.48,975.87,182
3606180,JP3606180,JP,274,2,1110.42,1,2,2,2,122,lost,0,1,1.00,High Risk,2220.84,555.21,91
3614286,JP3614286,JP,43,5,32050.74,4,4,5,4,445,loyal customers,1,0,0.00,,160253.70,6410.15,322
3615030,JP3615030,JP,323,1,1149.72,1,1,2,1,112,lost,0,1,1.00,High Risk,1149.72,1149.72,42
3628548,JP3628548,JP,295,1,3498.84,1,1,3,2,113,lost,0,1,1.00,High Risk,3498.84,3498.84,70
3642882,JP3642882,JP,36,29,79834.98,4,5,5,5,455,loyal customers,1,0,0.00,,2315214.42,2752.93,329
3642906,JP3642906,JP,43,3,1367.70,4,3,2,2,432,promising,1,0,0.00,,4103.10,455.90,322
3646206,JP3646206,JP,92,2,38581.92,3,2,5,3,325,need attention,1,0,0.00,,77163.84,19290.96,273
3646800,JP3646800,JP,22,18,15147.78,5,5,4,4,554,champions,1,0,0.00,,272660.04,841.54,343
3647556,JP3647556,JP,1,23,47231.76,5,5,5,5,555,champions,1,0,0.00,,1086330.48,2053.55,364
3647574,JP3647574,JP,253,1,1143.06,1,1,2,1,112,lost,0,1,1.00,High Risk,1143.06,1143.06,112
3648396,JP3648396,JP,71,5,2014.98,3,4,2,3,342,need attention,1,0,0.00,Low Risk,10074.90,403.00,294
3648414,JP3648414,JP,92,1,5445.00,3,1,3,2,313,about to sleep,1,0,0.00,,5445.00,5445.00,273
3649266,JP3649266,JP,246,1,8219.40,1,1,4,2,114,lost,0,1,1.00,High Risk,8219.40,8219.40,119
3656778,JP3656778,JP,36,8,20026.98,4,4,5,4,445,loyal customers,1,0,0.00,,160215.84,2503.37,329
3671058,JP3671058,JP,64,2,4864.14,3,2,3,2,323,about to sleep,1,0,0.00,,9728.28,2432.07,301
3677958,JP3677958,JP,36,4,4954.14,4,3,3,3,433,potential loyalists,1,0,0.00,,19816.56,1238.54,329
3677970,JP3677970,JP,344,1,1129.56,1,1,2,1,112,lost,0,1,1.00,High Risk,1129.56,1129.56,21
3678660,JP3678660,JP,351,1,45643.44,1,1,5,3,115,lost,0,1,0.98,High Risk,45643.44,45643.44,14
3678822,JP3678822,JP,78,1,2409.54,3,1,2,1,312,other,1,0,0.00,,2409.54,2409.54,287
3680118,JP3680118,JP,113,1,3210.12,2,1,3,2,213,hibernating,1,0,0.01,Low Risk,3210.12,3210.12,252
3683640,JP3683640,JP,225,1,802.50,1,1,1,1,111,lost,0,1,1.00,High Risk,802.50,802.50,140
3684042,JP3684042,JP,36,2,1225.14,4,2,2,2,422,promising,1,0,0.00,,2450.28,612.57,329
3694002,JP3694002,JP,22,14,262818.78,5,5,5,5,555,champions,1,0,0.00,,3679462.92,18772.77,343
3694404,JP3694404,JP,99,1,92.82,3,1,1,1,311,other,1,0,0.00,,92.82,92.82,266
3698964,JP3698964,JP,225,3,12800.58,1,3,4,3,134,lost,0,1,1.00,High Risk,38401.74,4266.86,140
3699138,JP3699138,JP,155,1,238.98,2,1,1,1,211,hibernating,0,0,0.01,Low Risk,238.98,238.98,210
3719130,JP3719130,JP,197,1,2101.38,2,1,2,1,212,hibernating,0,1,0.99,High Risk,2101.38,2101.38,168
3719196,JP3719196,JP,246,2,2381.34,1,2,2,2,122,lost,0,1,1.00,High Risk,4762.68,1190.67,119
3719220,JP3719220,JP,176,2,1723.50,2,2,2,2,222,hibernating,0,0,0.01,Low Risk,3447.00,861.75,189
3724776,JP3724776,JP,57,4,12283.86,3,3,4,3,334,need attention,1,0,0.00,,49135.44,3070.97,308
3724866,JP3724866,JP,204,1,12937.92,2,1,4,2,214,hibernating,0,1,0.99,High Risk,12937.92,12937.92,161
3724926,JP3724926,JP,78,3,5404.32,3,3,3,3,333,need attention,1,0,0.00,,16212.96,1801.44,287
3724998,JP3724998,JP,43,14,32768.58,4,5,5,5,455,loyal customers,1,0,0.00,,458760.12,2340.61,322
3727908,JP3727908,JP,225,4,5761.80,1,3,3,3,133,lost,0,1,1.00,High Risk,23047.20,1440.45,140
3727932,JP3727932,JP,36,4,499.62,4,3,1,2,431,promising,1,0,0.00,,1998.48,124.91,329
3727944,JP3727944,JP,36,3,3460.92,4,3,3,3,433,potential loyalists,1,0,0.00,,10382.76,1153.64,329
3727956,JP3727956,JP,281,4,6911.40,1,3,4,3,134,lost,0,1,0.99,High Risk,27645.60,1727.85,84
3730572,JP3730572,JP,155,1,586.98,2,1,1,1,211,hibernating,0,0,0.01,Low Risk,586.98,586.98,210
3737040,JP3737040,JP,302,1,94.98,1,1,1,1,111,lost,0,1,1.00,High Risk,94.98,94.98,63
3737208,JP3737208,JP,323,1,2268.30,1,1,2,1,112,lost,0,1,1.00,High Risk,2268.30,2268.30,42
3749946,JP3749946,JP,15,16,38005.26,5,5,5,5,555,champions,1,0,0.00,,608084.16,2375.33,350
3751896,JP3751896,JP,141,5,48504.60,2,4,5,4,245,at risk,1,0,0.02,Low Risk,242523.00,9700.92,224
3755076,JP3755076,JP,183,3,6921.12,2,3,4,3,234,at risk,0,1,0.99,High Risk,20763.36,2307.04,182
3756708,JP3756708,JP,281,1,1204.26,1,1,2,1,112,lost,0,1,1.00,High Risk,1204.26,1204.26,84
3757254,JP3757254,JP,351,1,6352.86,1,1,4,2,114,lost,0,1,1.00,High Risk,6352.86,6352.86,14
3757320,JP3757320,JP,43,4,6659.76,4,3,4,3,434,potential loyalists,1,0,0.00,Low Risk,26639.04,1664.94,322
3785040,JP3785040,JP,50,4,8349.18,4,3,4,3,434,potential loyalists,1,0,0.00,,33396.72,2087.30,315
3785070,JP3785070,JP,295,1,2133.54,1,1,2,1,112,lost,0,1,1.00,High Risk,2133.54,2133.54,70
3785190,JP3785190,JP,232,2,2292.54,1,2,2,2,122,lost,0,1,1.00,High Risk,4585.08,1146.27,133
3785262,JP3785262,JP,113,1,1724.28,2,1,2,1,212,hibernating,1,0,0.02,Low Risk,1724.28,1724.28,252
3785280,JP3785280,JP,323,1,2094.66,1,1,2,1,112,lost,0,1,1.00,High Risk,2094.66,2094.66,42
3785352,JP3785352,JP,8,1,6783.30,5,1,4,2,514,promising,1,0,0.00,,6783.30,6783.30,357
3785382,JP3785382,JP,155,1,581.04,2,1,1,1,211,hibernating,0,0,0.01,Low Risk,581.04,581.04,210
3785466,JP3785466,JP,281,2,363.60,1,2,1,1,121,lost,0,1,1.00,High Risk,727.20,181.80,84
3797706,JP3797706,JP,15,1,47.64,5,1,1,1,511,recent customers,1,0,0.00,Low Risk,47.64,47.64,350
3797940,JP3797940,JP,71,5,5807.64,3,4,3,3,343,need attention,1,0,0.00,,29038.20,1161.53,294
3799242,JP3799242,JP,190,1,964.44,2,1,1,1,211,hibernating,0,1,1.00,High Risk,964.44,964.44,175
3799320,JP3799320,JP,1,2,2212.80,5,2,2,2,522,promising,1,0,0.00,,4425.60,1106.40,364
3799356,JP3799356,JP,323,3,3431.94,1,3,3,3,133,lost,0,1,1.00,High Risk,10295.82,1143.98,42
3799524,JP3799524,JP,148,1,3072.06,2,1,3,2,213,hibernating,1,0,0.02,Low Risk,3072.06,3072.06,217
3808422,JP3808422,JP,36,4,1453.74,4,3,2,2,432,promising,1,0,0.00,,5814.96,363.44,329
3816312,JP3816312,JP,36,2,2198.94,4,2,2,2,422,promising,1,0,0.00,,4397.88,1099.47,329
3819096,JP3819096,JP,232,2,649.68,1,2,1,1,121,lost,0,1,1.00,High Risk,1299.36,324.84,133
3833736,JP3833736,JP,183,2,20626.86,2,2,5,3,225,at risk,0,1,0.98,High Risk,41253.72,10313.43,182
3837018,JP3837018,JP,92,2,0.00,3,2,1,1,321,other,1,0,0.00,,0.00,0.00,273
3848406,JP3848406,JP,43,3,221517.12,4,3,5,4,435,loyal customers,1,0,0.00,,664551.36,73839.04,322
3858822,JP3858822,JP,78,6,11029.26,3,4,4,4,344,can't lose,1,0,0.00,,66175.56,1838.21,287
3859236,JP3859236,JP,127,3,3979.80,2,3,3,3,233,at risk,1,0,0.03,Low Risk,11939.40,1326.60,238
3859290,JP3859290,JP,218,1,588.72,2,1,1,1,211,hibernating,0,1,1.00,High Risk,588.72,588.72,147
3859332,JP3859332,JP,288,1,1150.08,1,1,2,1,112,lost,0,1,1.00,High Risk,1150.08,1150.08,77
3859728,JP3859728,JP,64,1,1179.42,3,1,2,1,312,other,1,0,0.00,,1179.42,1179.42,301
3859776,JP3859776,JP,99,1,260.28,3,1,1,1,311,other,1,0,0.00,,260.28,260.28,266
3860292,JP3860292,JP,57,1,3110.04,3,1,3,2,313,about to sleep,1,0,0.00,,3110.04,3110.04,308
3860376,JP3860376,JP,260,3,1869.18,1,3,2,2,132,lost,0,1,1.00,High Risk,5607.54,623.06,105
3860490,JP3860490,JP,8,2,401.28,5,2,1,1,521,recent customers,1,0,0.00,,802.56,200.64,357
3860994,JP3860994,JP,274,1,1143.96,1,1,2,1,112,lost,0,1,1.00,High Risk,1143.96,1143.96,91
3861114,JP3861114,JP,8,5,675.90,5,4,1,2,541,promising,1,0,0.01,Low Risk,3379.50,135.18,357
3861252,JP3861252,JP,29,65,150426.48,4,5,5,5,455,loyal customers,1,0,0.00,,9777721.20,2314.25,336
3900318,JP3900318,JP,344,1,2360.16,1,1,2,1,112,lost,0,1,1.00,High Risk,2360.16,2360.16,21
3900486,JP3900486,JP,358,1,3458.88,1,1,3,2,113,lost,0,1,1.00,High Risk,3458.88,3458.88,7
3901002,JP3901002,JP,36,4,4705.26,4,3,3,3,433,potential loyalists,1,0,0.00,,18821.04,1176.32,329
3901536,JP3901536,JP,239,2,534.78,1,2,1,1,121,lost,0,1,1.00,High Risk,1069.56,267.39,126
3902082,JP3902082,JP,15,1,1144.14,5,1,2,1,512,recent customers,1,0,0.00,,1144.14,1144.14,350
3902166,JP3902166,JP,344,1,1131.48,1,1,2,1,112,lost,0,1,1.00,High Risk,1131.48,1131.48,21
3902520,JP3902520,JP,127,7,174692.28,2,4,5,4,245,at risk,1,0,0.03,Low Risk,1222845.96,24956.04,238
3902940,JP3902940,JP,232,1,1015.32,1,1,1,1,111,lost,0,1,1.00,High Risk,1015.32,1015.32,133
3941886,JP3941886,JP,197,1,585.72,2,1,1,1,211,hibernating,0,1,1.00,High Risk,585.72,585.72,168
3942318,JP3942318,JP,99,1,256.68,3,1,1,1,311,other,1,0,0.00,,256.68,256.68,266
3942402,JP3942402,JP,1,9,132232.08,5,4,5,4,545,champions,1,0,0.00,,1190088.72,14692.45,364
3942738,JP3942738,JP,8,2,902.82,5,2,1,1,521,recent customers,1,0,0.00,,1805.64,451.41,357
3943002,JP3943002,JP,1,1,46.74,5,1,1,1,511,recent customers,1,0,0.00,Low Risk,46.74,46.74,364
3943128,JP3943128,JP,92,5,5384.52,3,4,3,3,343,need attention,1,0,0.00,,26922.60,1076.90,273
3943134,JP3943134,JP,190,6,274946.46,2,4,5,4,245,at risk,0,1,0.98,High Risk,1649678.76,45824.41,175
3943188,JP3943188,JP,162,2,6421.68,2,2,4,3,224,at risk,0,0,0.02,Low Risk,12843.36,3210.84,203
3943242,JP3943242,JP,64,3,5464.38,3,3,3,3,333,need attention,1,0,0.00,,16393.14,1821.46,301
3943320,JP3943320,JP,8,16,29252.88,5,5,5,5,555,champions,1,0,0.00,,468046.08,1828.31,357
3943536,JP3943536,JP,15,29,161361.90,5,5,5,5,555,champions,1,0,0.00,,4679495.10,5564.20,350
3943632,JP3943632,JP,246,1,616.98,1,1,1,1,111,lost,0,1,1.00,High Risk,616.98,616.98,119
3944028,JP3944028,JP,211,1,4588.92,2,1,3,2,213,hibernating,0,1,0.99,High Risk,4588.92,4588.92,154
3944118,JP3944118,JP,64,12,20455.50,3,5,5,5,355,can't lose,1,0,0.00,,245466.00,1704.62,301
3944124,JP3944124,JP,211,2,4561.32,2,3,3,3,233,at risk,0,1,1.00,High Risk,9122.64,2280.66,154
3944244,JP3944244,JP,211,3,800.94,2,3,1,2,231,hibernating,0,1,0.96,High Risk,2402.82,266.98,154
3944250,JP3944250,JP,148,1,1147.80,2,1,2,1,212,hibernating,1,0,0.02,Low Risk,1147.80,1147.80,217
3944484,JP3944484,JP,71,3,17092.80,3,3,4,3,334,need attention,1,0,0.00,,51278.40,5697.60,294
4037868,JP4037868,JP,309,2,17185.56,1,3,4,3,134,lost,0,1,1.00,High Risk,34371.12,8592.78,56
4038234,JP4038234,JP,358,1,4208.10,1,1,3,2,113,lost,0,1,1.00,High Risk,4208.10,4208.10,7
4038402,JP4038402,JP,169,7,10340.52,2,4,4,4,244,at risk,0,0,0.01,Low Risk,72383.64,1477.22,196
4038444,JP4038444,JP,232,1,1146.54,1,1,2,1,112,lost,0,1,1.00,High Risk,1146.54,1146.54,133
4038996,JP4038996,JP,1,215,79293.36,5,5,5,5,555,champions,1,0,0.00,,17048072.40,368.81,364
4039608,JP4039608,JP,211,2,725.94,2,3,1,2,231,hibernating,0,1,0.98,High Risk,1451.88,362.97,154
4039662,JP4039662,JP,211,1,507.90,2,1,1,1,211,hibernating,0,1,1.00,High Risk,507.90,507.90,154
4039848,JP4039848,JP,267,1,273.90,1,1,1,1,111,lost,0,1,1.00,High Risk,273.90,273.90,98
